No	Time	DC/AC	Value	Unit	AUTO
1	16:47:05	DC	016,6	uA	pass
2	16:47:05	DC	016,6	uA	pass
3	16:47:06	DC	016,6	uA	pass
4	16:47:07	DC	016,6	uA	pass
5	16:47:07	DC	016,7	uA	pass
6	16:47:08	DC	016,6	uA	pass
7	16:47:08	DC	016,6	uA	pass
8	16:47:09	DC	016,6	uA	pass
9	16:47:09	DC	016,6	uA	pass
10	16:47:10	DC	016,6	uA	pass
11	16:47:11	DC	016,6	uA	pass
12	16:47:11	DC	016,6	uA	pass
13	16:47:12	DC	016,6	uA	pass
14	16:47:12	DC	016,6	uA	pass
15	16:47:13	DC	016,6	uA	pass
16	16:47:14	DC	016,6	uA	pass
17	16:47:14	DC	016,6	uA	pass
18	16:47:15	DC	016,6	uA	pass
19	16:47:15	DC	016,6	uA	pass
20	16:47:16	DC	016,6	uA	pass
21	16:47:16	DC	016,5	uA	pass
22	16:47:17	DC	016,5	uA	pass
23	16:47:18	DC	016,5	uA	pass
24	16:47:18	DC	016,5	uA	pass
25	16:47:19	DC	016,5	uA	pass
26	16:47:19	DC	016,4	uA	pass
27	16:47:20	DC	016,4	uA	pass
28	16:47:20	DC	016,4	uA	pass
29	16:47:21	DC	016,3	uA	pass
30	16:47:22	DC	016,3	uA	pass
31	16:47:22	DC	016,3	uA	pass
32	16:47:23	DC	016,3	uA	pass
33	16:47:23	DC	016,2	uA	pass
34	16:47:24	DC	016,2	uA	pass
35	16:47:25	DC	016,2	uA	pass
36	16:47:25	DC	016,2	uA	pass
37	16:47:26	DC	016,2	uA	pass
38	16:47:26	DC	016,2	uA	pass
39	16:47:27	DC	016,1	uA	pass
40	16:47:27	DC	016,1	uA	pass
41	16:47:28	DC	016,1	uA	pass
42	16:47:29	DC	016,0	uA	pass
43	16:47:29	DC	016,0	uA	pass
44	16:47:30	DC	016,0	uA	pass
45	16:47:30	DC	015,9	uA	pass
46	16:47:31	DC	015,9	uA	pass
47	16:47:32	DC	015,9	uA	pass
48	16:47:32	DC	015,9	uA	pass
49	16:47:33	DC	015,8	uA	pass
50	16:47:33	DC	015,8	uA	pass
51	16:47:34	DC	015,8	uA	pass
52	16:47:34	DC	015,8	uA	pass
53	16:47:35	DC	015,8	uA	pass
54	16:47:36	DC	015,7	uA	pass
55	16:47:36	DC	015,7	uA	pass
56	16:47:37	DC	015,7	uA	pass
57	16:47:37	DC	015,7	uA	pass
58	16:47:38	DC	015,7	uA	pass
59	16:47:39	DC	015,6	uA	pass
60	16:47:39	DC	015,6	uA	pass
61	16:47:40	DC	015,6	uA	pass
62	16:47:40	DC	015,6	uA	pass
63	16:47:41	DC	015,6	uA	pass
64	16:47:41	DC	015,5	uA	pass
65	16:47:42	DC	015,5	uA	pass
66	16:47:43	DC	015,5	uA	pass
67	16:47:43	DC	015,5	uA	pass
68	16:47:44	DC	015,4	uA	pass
69	16:47:44	DC	015,4	uA	pass
70	16:47:45	DC	015,4	uA	pass
71	16:47:46	DC	015,4	uA	pass
72	16:47:46	DC	015,4	uA	pass
73	16:47:47	DC	015,3	uA	pass
74	16:47:47	DC	015,3	uA	pass
75	16:47:48	DC	015,3	uA	pass
76	16:47:48	DC	015,2	uA	pass
77	16:47:49	DC	015,2	uA	pass
78	16:47:50	DC	015,2	uA	pass
79	16:47:50	DC	015,1	uA	pass
80	16:47:51	DC	015,1	uA	pass
81	16:47:51	DC	015,1	uA	pass
82	16:47:52	DC	015,1	uA	pass
83	16:47:53	DC	015,1	uA	pass
84	16:47:53	DC	015,1	uA	pass
85	16:47:54	DC	015,0	uA	pass
86	16:47:54	DC	015,0	uA	pass
87	16:47:55	DC	015,0	uA	pass
88	16:47:55	DC	015,0	uA	pass
89	16:47:56	DC	014,9	uA	pass
90	16:47:57	DC	014,9	uA	pass
91	16:47:57	DC	014,9	uA	pass
92	16:47:58	DC	014,9	uA	pass
93	16:47:58	DC	014,9	uA	pass
94	16:47:59	DC	014,8	uA	pass
95	16:48:00	DC	014,8	uA	pass
96	16:48:00	DC	014,8	uA	pass
97	16:48:01	DC	014,8	uA	pass
98	16:48:01	DC	014,7	uA	pass
99	16:48:02	DC	014,7	uA	pass
100	16:48:02	DC	014,6	uA	pass
101	16:48:03	DC	014,6	uA	pass
102	16:48:04	DC	014,6	uA	pass
103	16:48:04	DC	014,6	uA	pass
104	16:48:05	DC	014,5	uA	pass
105	16:48:05	DC	014,5	uA	pass
106	16:48:06	DC	014,5	uA	pass
107	16:48:07	DC	014,5	uA	pass
108	16:48:07	DC	014,5	uA	pass
109	16:48:08	DC	014,4	uA	pass
110	16:48:08	DC	014,4	uA	pass
111	16:48:09	DC	014,4	uA	pass
112	16:48:10	DC	014,4	uA	pass
113	16:48:10	DC	014,3	uA	pass
114	16:48:11	DC	014,3	uA	pass
115	16:48:11	DC	014,3	uA	pass
116	16:48:12	DC	014,2	uA	pass
117	16:48:13	DC	014,2	uA	pass
118	16:48:13	DC	014,2	uA	pass
119	16:48:14	DC	014,1	uA	pass
120	16:48:14	DC	014,1	uA	pass
121	16:48:15	DC	014,0	uA	pass
122	16:48:15	DC	014,0	uA	pass
123	16:48:16	DC	014,0	uA	pass
124	16:48:17	DC	014,0	uA	pass
125	16:48:17	DC	014,0	uA	pass
126	16:48:18	DC	014,0	uA	pass
127	16:48:18	DC	013,9	uA	pass
128	16:48:19	DC	013,9	uA	pass
129	16:48:20	DC	013,9	uA	pass
130	16:48:20	DC	013,9	uA	pass
131	16:48:21	DC	013,9	uA	pass
132	16:48:21	DC	013,8	uA	pass
133	16:48:22	DC	013,8	uA	pass
134	16:48:22	DC	013,7	uA	pass
135	16:48:23	DC	013,7	uA	pass
136	16:48:24	DC	013,7	uA	pass
137	16:48:24	DC	013,7	uA	pass
138	16:48:25	DC	013,6	uA	pass
139	16:48:25	DC	013,6	uA	pass
140	16:48:26	DC	013,6	uA	pass
141	16:48:27	DC	013,5	uA	pass
142	16:48:27	DC	013,5	uA	pass
143	16:48:28	DC	013,5	uA	pass
144	16:48:28	DC	013,4	uA	pass
145	16:48:29	DC	013,4	uA	pass
146	16:48:29	DC	013,4	uA	pass
147	16:48:30	DC	013,4	uA	pass
148	16:48:31	DC	013,4	uA	pass
149	16:48:31	DC	013,4	uA	pass
150	16:48:32	DC	013,3	uA	pass
151	16:48:32	DC	013,3	uA	pass
152	16:48:33	DC	013,2	uA	pass
153	16:48:33	DC	013,2	uA	pass
154	16:48:34	DC	013,2	uA	pass
155	16:48:35	DC	013,1	uA	pass
156	16:48:35	DC	013,1	uA	pass
157	16:48:36	DC	013,1	uA	pass
158	16:48:36	DC	013,0	uA	pass
