No	Time	DC/AC	Value	Unit	AUTO
1	15:41:03	DC	-056,0	V	pass
2	15:41:03	DC	-056,0	V	pass
3	15:41:04	DC	-056,0	V	pass
4	15:41:04	DC	-056,0	V	pass
5	15:41:05	DC	-056,0	V	pass
6	15:41:06	DC	-056,0	V	pass
7	15:41:06	DC	-056,0	V	pass
8	15:41:07	DC	-056,0	V	pass
9	15:41:07	DC	-056,0	V	pass
10	15:41:08	DC	-056,0	V	pass
11	15:41:09	DC	-056,0	V	pass
12	15:41:09	DC	-055,9	V	pass
13	15:41:10	DC	-055,9	V	pass
14	15:41:10	DC	-055,9	V	pass
15	15:41:11	DC	-055,9	V	pass
16	15:41:12	DC	-055,8	V	pass
17	15:41:12	DC	-055,8	V	pass
18	15:41:13	DC	-055,7	V	pass
19	15:41:13	DC	-055,7	V	pass
20	15:41:14	DC	-055,6	V	pass
21	15:41:15	DC	-055,6	V	pass
22	15:41:15	DC	-055,5	V	pass
23	15:41:16	DC	-055,5	V	pass
24	15:41:16	DC	-055,5	V	pass
25	15:41:17	DC	-055,4	V	pass
26	15:41:18	DC	-055,3	V	pass
27	15:41:18	DC	-055,2	V	pass
28	15:41:19	DC	-055,2	V	pass
29	15:41:19	DC	-055,2	V	pass
30	15:41:20	DC	-055,1	V	pass
31	15:41:21	DC	-055,0	V	pass
32	15:41:21	DC	-055,0	V	pass
33	15:41:22	DC	-054,9	V	pass
34	15:41:23	DC	-054,8	V	pass
35	15:41:23	DC	-054,8	V	pass
36	15:41:24	DC	-054,7	V	pass
37	15:41:24	DC	-054,6	V	pass
38	15:41:25	DC	-054,6	V	pass
39	15:41:25	DC	-054,6	V	pass
40	15:41:26	DC	-054,5	V	pass
41	15:41:27	DC	-054,5	V	pass
42	15:41:27	DC	-054,4	V	pass
43	15:41:28	DC	-054,3	V	pass
44	15:41:28	DC	-054,3	V	pass
45	15:41:29	DC	-054,2	V	pass
46	15:41:29	DC	-054,2	V	pass
47	15:41:30	DC	-054,1	V	pass
48	15:41:31	DC	-054,1	V	pass
49	15:41:31	DC	-054,0	V	pass
50	15:41:32	DC	-054,0	V	pass
51	15:41:32	DC	-053,9	V	pass
52	15:41:33	DC	-053,9	V	pass
53	15:41:34	DC	-053,8	V	pass
54	15:41:34	DC	-053,8	V	pass
55	15:41:35	DC	-053,7	V	pass
56	15:41:35	DC	-053,7	V	pass
57	15:41:36	DC	-053,6	V	pass
58	15:41:37	DC	-053,6	V	pass
59	15:41:37	DC	-053,5	V	pass
60	15:41:38	DC	-053,4	V	pass
61	15:41:38	DC	-053,4	V	pass
62	15:41:39	DC	-053,4	V	pass
63	15:41:39	DC	-053,3	V	pass
64	15:41:40	DC	-053,2	V	pass
65	15:41:41	DC	-053,2	V	pass
66	15:41:41	DC	-053,1	V	pass
67	15:41:42	DC	-053,0	V	pass
68	15:41:43	DC	-053,0	V	pass
69	15:41:43	DC	-052,9	V	pass
70	15:41:44	DC	-052,9	V	pass
71	15:41:44	DC	-052,8	V	pass
72	15:41:45	DC	-052,8	V	pass
73	15:41:46	DC	-052,7	V	pass
74	15:41:46	DC	-052,7	V	pass
75	15:41:47	DC	-052,6	V	pass
76	15:41:47	DC	-052,5	V	pass
77	15:41:48	DC	-052,5	V	pass
78	15:41:49	DC	-052,4	V	pass
79	15:41:49	DC	-052,4	V	pass
80	15:41:50	DC	-052,3	V	pass
81	15:41:50	DC	-052,3	V	pass
82	15:41:51	DC	-052,2	V	pass
83	15:41:52	DC	-052,1	V	pass
84	15:41:52	DC	-052,1	V	pass
85	15:41:53	DC	-052,0	V	pass
86	15:41:53	DC	-052,0	V	pass
87	15:41:54	DC	-052,0	V	pass
88	15:41:55	DC	-051,9	V	pass
89	15:41:55	DC	-051,8	V	pass
90	15:41:56	DC	-051,8	V	pass
91	15:41:56	DC	-051,7	V	pass
92	15:41:57	DC	-051,7	V	pass
93	15:41:58	DC	-051,6	V	pass
94	15:41:58	DC	-051,6	V	pass
95	15:41:59	DC	-051,5	V	pass
96	15:41:59	DC	-051,4	V	pass
97	15:42:00	DC	-051,4	V	pass
98	15:42:01	DC	-051,3	V	pass
99	15:42:01	DC	-051,3	V	pass
100	15:42:02	DC	-051,2	V	pass
101	15:42:02	DC	-051,2	V	pass
102	15:42:03	DC	-051,1	V	pass
103	15:42:04	DC	-051,1	V	pass
104	15:42:04	DC	-051,0	V	pass
105	15:42:05	DC	-050,9	V	pass
106	15:42:05	DC	-050,9	V	pass
107	15:42:06	DC	-050,9	V	pass
108	15:42:06	DC	-050,8	V	pass
109	15:42:07	DC	-050,7	V	pass
110	15:42:08	DC	-050,7	V	pass
111	15:42:08	DC	-050,6	V	pass
112	15:42:09	DC	-050,5	V	pass
113	15:42:10	DC	-050,5	V	pass
114	15:42:10	DC	-050,4	V	pass
115	15:42:11	DC	-050,4	V	pass
116	15:42:12	DC	-050,3	V	pass
117	15:42:12	DC	-050,2	V	pass
118	15:42:13	DC	-050,2	V	pass
119	15:42:13	DC	-050,1	V	pass
120	15:42:14	DC	-050,1	V	pass
121	15:42:15	DC	-050,0	V	pass
122	15:42:15	DC	-050,0	V	pass
123	15:42:16	DC	-049,9	V	pass
124	15:42:16	DC	-049,9	V	pass
125	15:42:17	DC	-049,8	V	pass
126	15:42:18	DC	-049,7	V	pass
127	15:42:18	DC	-049,7	V	pass
128	15:42:19	DC	-049,6	V	pass
129	15:42:19	DC	-049,6	V	pass
130	15:42:20	DC	-049,6	V	pass
131	15:42:21	DC	-049,5	V	pass
132	15:42:21	DC	-049,4	V	pass
133	15:42:22	DC	-049,4	V	pass
134	15:42:22	DC	-049,3	V	pass
135	15:42:23	DC	-049,3	V	pass
136	15:42:24	DC	-049,2	V	pass
137	15:42:24	DC	-049,2	V	pass
138	15:42:25	DC	-049,1	V	pass
139	15:42:25	DC	-049,0	V	pass
140	15:42:26	DC	-049,0	V	pass
141	15:42:27	DC	-048,9	V	pass
142	15:42:27	DC	-048,9	V	pass
143	15:42:28	DC	-048,8	V	pass
144	15:42:28	DC	-048,8	V	pass
145	15:42:29	DC	-048,7	V	pass
146	15:42:29	DC	-048,7	V	pass
147	15:42:30	DC	-048,6	V	pass
148	15:42:31	DC	-048,6	V	pass
149	15:42:31	DC	-048,5	V	pass
150	15:42:32	DC	-048,5	V	pass
151	15:42:32	DC	-048,4	V	pass
152	15:42:33	DC	-048,4	V	pass
153	15:42:34	DC	-048,3	V	pass
154	15:42:34	DC	-048,3	V	pass
155	15:42:35	DC	-048,2	V	pass
156	15:42:35	DC	-048,2	V	pass
157	15:42:36	DC	-048,1	V	pass
158	15:42:37	DC	-048,0	V	pass
159	15:42:37	DC	-047,9	V	pass
160	15:42:38	DC	-047,9	V	pass
161	15:42:38	DC	-047,9	V	pass
162	15:42:39	DC	-047,8	V	pass
163	15:42:40	DC	-047,8	V	pass
164	15:42:40	DC	-047,7	V	pass
165	15:42:41	DC	-047,6	V	pass
166	15:42:41	DC	-047,6	V	pass
167	15:42:42	DC	-047,5	V	pass
168	15:42:43	DC	-047,4	V	pass
169	15:42:43	DC	-047,4	V	pass
170	15:42:44	DC	-047,3	V	pass
171	15:42:44	DC	-047,3	V	pass
