No	Time	DC/AC	Value	Unit	AUTO
1	17:44:53	DC	036,4	V	pass
2	17:44:54	DC	036,4	V	pass
3	17:44:54	DC	036,4	V	pass
4	17:44:55	DC	036,4	V	pass
5	17:44:55	DC	036,4	V	pass
6	17:44:56	DC	036,4	V	pass
7	17:44:57	DC	036,4	V	pass
8	17:44:57	DC	036,4	V	pass
9	17:44:58	DC	036,4	V	pass
10	17:44:58	DC	036,4	V	pass
11	17:44:59	DC	036,4	V	pass
12	17:45:00	DC	036,4	V	pass
13	17:45:00	DC	036,4	V	pass
14	17:45:01	DC	036,4	V	pass
15	17:45:01	DC	036,4	V	pass
16	17:45:02	DC	036,4	V	pass
17	17:45:03	DC	036,4	V	pass
18	17:45:03	DC	036,4	V	pass
19	17:45:04	DC	036,4	V	pass
20	17:45:05	DC	036,4	V	pass
21	17:45:05	DC	036,5	V	pass
22	17:45:06	DC	036,5	V	pass
23	17:45:06	DC	036,6	V	pass
24	17:45:07	DC	036,6	V	pass
25	17:45:07	DC	036,7	V	pass
26	17:45:08	DC	036,7	V	pass
27	17:45:09	DC	036,8	V	pass
28	17:45:09	DC	036,8	V	pass
29	17:45:10	DC	036,9	V	pass
30	17:45:10	DC	036,9	V	pass
31	17:45:11	DC	037,0	V	pass
32	17:45:12	DC	037,0	V	pass
33	17:45:12	DC	037,1	V	pass
34	17:45:13	DC	037,2	V	pass
35	17:45:13	DC	037,2	V	pass
36	17:45:14	DC	037,3	V	pass
37	17:45:15	DC	037,3	V	pass
38	17:45:15	DC	037,4	V	pass
39	17:45:16	DC	037,4	V	pass
40	17:45:16	DC	037,5	V	pass
41	17:45:17	DC	037,6	V	pass
42	17:45:18	DC	037,6	V	pass
43	17:45:18	DC	037,7	V	pass
44	17:45:19	DC	037,7	V	pass
45	17:45:19	DC	037,8	V	pass
46	17:45:20	DC	037,8	V	pass
47	17:45:21	DC	037,9	V	pass
48	17:45:21	DC	037,9	V	pass
49	17:45:22	DC	038,0	V	pass
50	17:45:22	DC	038,1	V	pass
51	17:45:23	DC	038,1	V	pass
52	17:45:24	DC	038,1	V	pass
53	17:45:24	DC	038,2	V	pass
54	17:45:25	DC	038,3	V	pass
55	17:45:26	DC	038,3	V	pass
56	17:45:26	DC	038,4	V	pass
57	17:45:27	DC	038,4	V	pass
58	17:45:27	DC	038,5	V	pass
59	17:45:28	DC	038,5	V	pass
60	17:45:29	DC	038,6	V	pass
61	17:45:29	DC	038,6	V	pass
62	17:45:30	DC	038,7	V	pass
63	17:45:30	DC	038,8	V	pass
64	17:45:31	DC	038,8	V	pass
65	17:45:32	DC	038,9	V	pass
66	17:45:32	DC	038,9	V	pass
67	17:45:33	DC	039,0	V	pass
68	17:45:33	DC	039,0	V	pass
69	17:45:34	DC	039,1	V	pass
70	17:45:35	DC	039,2	V	pass
71	17:45:35	DC	039,2	V	pass
72	17:45:36	DC	039,3	V	pass
73	17:45:36	DC	039,3	V	pass
74	17:45:37	DC	039,4	V	pass
75	17:45:38	DC	039,4	V	pass
76	17:45:38	DC	039,5	V	pass
77	17:45:39	DC	039,5	V	pass
78	17:45:39	DC	039,6	V	pass
79	17:45:40	DC	039,6	V	pass
80	17:45:41	DC	039,7	V	pass
81	17:45:41	DC	039,8	V	pass
82	17:45:42	DC	039,8	V	pass
83	17:45:42	DC	039,9	V	pass
84	17:45:43	DC	039,9	V	pass
85	17:45:44	DC	039,9	V	pass
86	17:45:44	DC	040,0	V	pass
87	17:45:45	DC	040,0	V	pass
88	17:45:45	DC	040,1	V	pass
89	17:45:46	DC	040,1	V	pass
90	17:45:47	DC	040,2	V	pass
91	17:45:47	DC	040,3	V	pass
92	17:45:48	DC	040,3	V	pass
93	17:45:48	DC	040,4	V	pass
94	17:45:49	DC	040,4	V	pass
95	17:45:49	DC	040,5	V	pass
96	17:45:50	DC	040,6	V	pass
97	17:45:51	DC	040,6	V	pass
98	17:45:51	DC	040,7	V	pass
99	17:45:52	DC	040,7	V	pass
100	17:45:52	DC	040,8	V	pass
101	17:45:53	DC	040,8	V	pass
102	17:45:54	DC	040,9	V	pass
103	17:45:54	DC	040,9	V	pass
104	17:45:55	DC	041,0	V	pass
105	17:45:55	DC	041,0	V	pass
106	17:45:56	DC	041,1	V	pass
107	17:45:57	DC	041,2	V	pass
108	17:45:57	DC	041,2	V	pass
109	17:45:58	DC	041,3	V	pass
110	17:45:58	DC	041,3	V	pass
111	17:45:59	DC	041,3	V	pass
112	17:46:00	DC	041,4	V	pass
113	17:46:00	DC	041,5	V	pass
114	17:46:01	DC	041,5	V	pass
115	17:46:01	DC	041,6	V	pass
116	17:46:02	DC	041,6	V	pass
117	17:46:02	DC	041,7	V	pass
118	17:46:03	DC	041,7	V	pass
119	17:46:04	DC	041,8	V	pass
120	17:46:04	DC	041,8	V	pass
121	17:46:05	DC	041,9	V	pass
122	17:46:06	DC	042,0	V	pass
123	17:46:06	DC	042,0	V	pass
124	17:46:07	DC	042,1	V	pass
125	17:46:07	DC	042,1	V	pass
126	17:46:08	DC	042,2	V	pass
127	17:46:09	DC	042,2	V	pass
128	17:46:09	DC	042,3	V	pass
129	17:46:10	DC	042,4	V	pass
130	17:46:10	DC	042,4	V	pass
131	17:46:11	DC	042,4	V	pass
132	17:46:12	DC	042,5	V	pass
133	17:46:12	DC	042,5	V	pass
134	17:46:13	DC	042,6	V	pass
135	17:46:13	DC	042,7	V	pass
136	17:46:14	DC	042,7	V	pass
137	17:46:15	DC	042,8	V	pass
138	17:46:15	DC	042,9	V	pass
139	17:46:16	DC	042,9	V	pass
140	17:46:16	DC	043,0	V	pass
141	17:46:17	DC	043,0	V	pass
142	17:46:18	DC	043,0	V	pass
143	17:46:18	DC	043,1	V	pass
144	17:46:19	DC	043,1	V	pass
145	17:46:19	DC	043,2	V	pass
146	17:46:20	DC	043,2	V	pass
147	17:46:21	DC	043,3	V	pass
148	17:46:21	DC	043,4	V	pass
149	17:46:22	DC	043,4	V	pass
150	17:46:22	DC	043,5	V	pass
151	17:46:23	DC	043,6	V	pass
152	17:46:24	DC	043,6	V	pass
153	17:46:24	DC	043,7	V	pass
