No	Time	DC/AC	Value	Unit	AUTO
1	15:25:25	DC	028,1	uA	pass
2	15:25:26	DC	028,1	uA	pass
3	15:25:26	DC	028,1	uA	pass
4	15:25:27	DC	028,1	uA	pass
5	15:25:27	DC	028,1	uA	pass
6	15:25:28	DC	028,1	uA	pass
7	15:25:29	DC	028,2	uA	pass
8	15:25:29	DC	028,2	uA	pass
9	15:25:30	DC	028,1	uA	pass
10	15:25:30	DC	028,1	uA	pass
11	15:25:31	DC	028,1	uA	pass
12	15:25:32	DC	028,1	uA	pass
13	15:25:32	DC	028,1	uA	pass
14	15:25:33	DC	028,2	uA	pass
15	15:25:33	DC	028,2	uA	pass
16	15:25:34	DC	028,1	uA	pass
17	15:25:35	DC	028,1	uA	pass
18	15:25:35	DC	028,1	uA	pass
19	15:25:36	DC	028,1	uA	pass
20	15:25:36	DC	028,1	uA	pass
21	15:25:37	DC	028,0	uA	pass
22	15:25:37	DC	028,0	uA	pass
23	15:25:38	DC	027,9	uA	pass
24	15:25:38	DC	027,9	uA	pass
25	15:25:39	DC	027,9	uA	pass
26	15:25:40	DC	027,9	uA	pass
27	15:25:40	DC	027,8	uA	pass
28	15:25:41	DC	027,8	uA	pass
29	15:25:41	DC	027,7	uA	pass
30	15:25:42	DC	027,7	uA	pass
31	15:25:43	DC	027,7	uA	pass
32	15:25:43	DC	027,6	uA	pass
33	15:25:44	DC	027,6	uA	pass
34	15:25:44	DC	027,5	uA	pass
35	15:25:45	DC	027,5	uA	pass
36	15:25:45	DC	027,5	uA	pass
37	15:25:46	DC	027,5	uA	pass
38	15:25:47	DC	027,4	uA	pass
39	15:25:47	DC	027,4	uA	pass
40	15:25:48	DC	027,4	uA	pass
41	15:25:48	DC	027,3	uA	pass
42	15:25:49	DC	027,3	uA	pass
43	15:25:50	DC	027,3	uA	pass
44	15:25:50	DC	027,2	uA	pass
45	15:25:51	DC	027,2	uA	pass
46	15:25:51	DC	027,2	uA	pass
47	15:25:52	DC	027,1	uA	pass
48	15:25:52	DC	027,1	uA	pass
49	15:25:53	DC	027,0	uA	pass
50	15:25:54	DC	027,0	uA	pass
51	15:25:54	DC	027,0	uA	pass
52	15:25:55	DC	026,9	uA	pass
53	15:25:56	DC	026,9	uA	pass
54	15:25:56	DC	026,9	uA	pass
55	15:25:57	DC	026,8	uA	pass
56	15:25:57	DC	026,8	uA	pass
57	15:25:58	DC	026,8	uA	pass
58	15:25:58	DC	026,7	uA	pass
59	15:25:59	DC	026,6	uA	pass
60	15:26:00	DC	026,6	uA	pass
61	15:26:00	DC	026,6	uA	pass
62	15:26:01	DC	026,6	uA	pass
63	15:26:01	DC	026,6	uA	pass
64	15:26:02	DC	026,5	uA	pass
65	15:26:03	DC	026,4	uA	pass
66	15:26:03	DC	026,4	uA	pass
67	15:26:04	DC	026,4	uA	pass
68	15:26:04	DC	026,3	uA	pass
69	15:26:05	DC	026,3	uA	pass
70	15:26:05	DC	026,3	uA	pass
71	15:26:06	DC	026,2	uA	pass
72	15:26:07	DC	026,2	uA	pass
73	15:26:07	DC	026,2	uA	pass
74	15:26:08	DC	026,1	uA	pass
75	15:26:08	DC	026,0	uA	pass
76	15:26:09	DC	026,0	uA	pass
77	15:26:10	DC	026,0	uA	pass
78	15:26:10	DC	026,0	uA	pass
79	15:26:11	DC	025,9	uA	pass
80	15:26:11	DC	025,9	uA	pass
81	15:26:12	DC	025,8	uA	pass
82	15:26:12	DC	025,8	uA	pass
83	15:26:13	DC	025,7	uA	pass
84	15:26:14	DC	025,7	uA	pass
85	15:26:14	DC	025,7	uA	pass
86	15:26:15	DC	025,6	uA	pass
87	15:26:15	DC	025,6	uA	pass
88	15:26:16	DC	025,5	uA	pass
89	15:26:16	DC	025,5	uA	pass
90	15:26:17	DC	025,5	uA	pass
91	15:26:18	DC	025,4	uA	pass
92	15:26:18	DC	025,4	uA	pass
93	15:26:19	DC	025,4	uA	pass
94	15:26:19	DC	025,3	uA	pass
95	15:26:20	DC	025,3	uA	pass
96	15:26:21	DC	025,2	uA	pass
97	15:26:21	DC	025,2	uA	pass
98	15:26:22	DC	025,1	uA	pass
99	15:26:22	DC	025,0	uA	pass
100	15:26:23	DC	025,0	uA	pass
101	15:26:23	DC	025,0	uA	pass
102	15:26:24	DC	025,0	uA	pass
103	15:26:25	DC	024,9	uA	pass
104	15:26:25	DC	024,8	uA	pass
105	15:26:26	DC	024,8	uA	pass
106	15:26:26	DC	024,7	uA	pass
107	15:26:27	DC	024,7	uA	pass
108	15:26:27	DC	024,6	uA	pass
109	15:26:28	DC	024,6	uA	pass
110	15:26:29	DC	024,5	uA	pass
111	15:26:29	DC	024,5	uA	pass
112	15:26:30	DC	024,5	uA	pass
113	15:26:30	DC	024,4	uA	pass
114	15:26:31	DC	024,3	uA	pass
115	15:26:32	DC	024,3	uA	pass
116	15:26:32	DC	024,2	uA	pass
117	15:26:33	DC	024,2	uA	pass
118	15:26:33	DC	024,2	uA	pass
119	15:26:34	DC	024,1	uA	pass
120	15:26:35	DC	024,0	uA	pass
121	15:26:35	DC	024,0	uA	pass
122	15:26:36	DC	023,9	uA	pass
123	15:26:36	DC	023,9	uA	pass
124	15:26:37	DC	023,8	uA	pass
125	15:26:37	DC	023,8	uA	pass
126	15:26:38	DC	023,7	uA	pass
127	15:26:39	DC	023,7	uA	pass
128	15:26:39	DC	023,6	uA	pass
129	15:26:40	DC	023,5	uA	pass
130	15:26:40	DC	023,5	uA	pass
131	15:26:41	DC	023,4	uA	pass
132	15:26:42	DC	023,4	uA	pass
133	15:26:42	DC	023,3	uA	pass
134	15:26:43	DC	023,3	uA	pass
135	15:26:43	DC	023,2	uA	pass
136	15:26:44	DC	023,2	uA	pass
137	15:26:44	DC	023,1	uA	pass
138	15:26:45	DC	022,9	uA	pass
139	15:26:46	DC	022,9	uA	pass
140	15:26:46	DC	022,9	uA	pass
141	15:26:47	DC	022,8	uA	pass
142	15:26:47	DC	022,8	uA	pass
143	15:26:48	DC	022,7	uA	pass
144	15:26:48	DC	022,6	uA	pass
145	15:26:49	DC	022,5	uA	pass
146	15:26:50	DC	022,5	uA	pass
147	15:26:50	DC	022,4	uA	pass
148	15:26:51	DC	022,3	uA	pass
149	15:26:51	DC	022,3	uA	pass
150	15:26:52	DC	022,2	uA	pass
151	15:26:53	DC	022,1	uA	pass
152	15:26:53	DC	022,0	uA	pass
153	15:26:54	DC	021,9	uA	pass
154	15:26:54	DC	021,9	uA	pass
155	15:26:55	DC	021,8	uA	pass
156	15:26:55	DC	021,6	uA	pass
157	15:26:56	DC	021,6	uA	pass
158	15:26:57	DC	021,5	uA	pass
159	15:26:57	DC	021,4	uA	pass
160	15:26:58	DC	021,3	uA	pass
161	15:26:58	DC	021,2	uA	pass
162	15:26:59	DC	021,1	uA	pass
163	15:27:00	DC	021,0	uA	pass
164	15:27:00	DC	021,0	uA	pass
165	15:27:01	DC	020,8	uA	pass
166	15:27:01	DC	020,8	uA	pass
167	15:27:02	DC	020,6	uA	pass
168	15:27:02	DC	020,5	uA	pass
169	15:27:03	DC	020,4	uA	pass
170	15:27:04	DC	020,3	uA	pass
171	15:27:04	DC	020,2	uA	pass
172	15:27:05	DC	020,0	uA	pass
173	15:27:05	DC	019,9	uA	pass
174	15:27:06	DC	019,8	uA	pass
175	15:27:07	DC	019,6	uA	pass
176	15:27:07	DC	019,6	uA	pass
177	15:27:08	DC	019,4	uA	pass
178	15:27:08	DC	019,3	uA	pass
179	15:27:09	DC	019,2	uA	pass
180	15:27:09	DC	019,0	uA	pass
181	15:27:10	DC	018,8	uA	pass
182	15:27:11	DC	018,7	uA	pass
183	15:27:11	DC	018,5	uA	pass
184	15:27:12	DC	018,4	uA	pass
185	15:27:12	DC	018,3	uA	pass
186	15:27:13	DC	018,1	uA	pass
187	15:27:14	DC	017,9	uA	pass
188	15:27:14	DC	017,7	uA	pass
189	15:27:15	DC	017,6	uA	pass
190	15:27:15	DC	017,4	uA	pass
191	15:27:16	DC	017,3	uA	pass
192	15:27:17	DC	017,1	uA	pass
193	15:27:17	DC	016,9	uA	pass
194	15:27:18	DC	016,6	uA	pass
195	15:27:18	DC	016,5	uA	pass
196	15:27:19	DC	016,3	uA	pass
197	15:27:19	DC	016,1	uA	pass
198	15:27:20	DC	016,0	uA	pass
199	15:27:21	DC	015,7	uA	pass
200	15:27:21	DC	015,4	uA	pass
201	15:27:22	DC	015,2	uA	pass
202	15:27:22	DC	015,0	uA	pass
203	15:27:23	DC	014,8	uA	pass
204	15:27:23	DC	014,6	uA	pass
205	15:27:24	DC	014,3	uA	pass
206	15:27:25	DC	014,0	uA	pass
207	15:27:25	DC	013,8	uA	pass
208	15:27:26	DC	013,5	uA	pass
209	15:27:26	DC	013,2	uA	pass
210	15:27:27	DC	013,1	uA	pass
211	15:27:28	DC	012,7	uA	pass
212	15:27:28	DC	012,4	uA	pass
213	15:27:29	DC	012,3	uA	pass
214	15:27:29	DC	012,0	uA	pass
215	15:27:30	DC	011,6	uA	pass
216	15:27:30	DC	011,5	uA	pass
217	15:27:31	DC	011,0	uA	pass
218	15:27:32	DC	010,7	uA	pass
219	15:27:32	DC	010,5	uA	pass
220	15:27:33	DC	010,1	uA	pass
221	15:27:33	DC	009,6	uA	pass
222	15:27:34	DC	009,4	uA	pass
223	15:27:35	DC	009,1	uA	pass
224	15:27:35	DC	008,7	uA	pass
225	15:27:36	DC	008,5	uA	pass
226	15:27:36	DC	008,1	uA	pass
227	15:27:37	DC	007,7	uA	pass
228	15:27:37	DC	007,4	uA	pass
229	15:27:38	DC	006,9	uA	pass
230	15:27:39	DC	006,5	uA	pass
231	15:27:39	DC	006,3	uA	pass
232	15:27:40	DC	005,8	uA	pass
233	15:27:40	DC	005,3	uA	pass
234	15:27:41	DC	005,1	uA	pass
235	15:27:42	DC	004,6	uA	pass
236	15:27:42	DC	004,1	uA	pass
237	15:27:43	DC	003,7	uA	pass
238	15:27:43	DC	003,4	uA	pass
239	15:27:44	DC	003,0	uA	pass
240	15:27:44	DC	002,7	uA	pass
241	15:27:45	DC	002,2	uA	pass
242	15:27:46	DC	001,7	uA	pass
243	15:27:46	DC	001,2	uA	pass
244	15:27:47	DC	000,9	uA	pass
245	15:27:47	DC	000,3	uA	pass
246	15:27:48	DC	-000,3	uA	pass
247	15:27:49	DC	-000,4	uA	pass
248	15:27:49	DC	-001,0	uA	pass
249	15:27:50	DC	-001,6	uA	pass
250	15:27:50	DC	-001,9	uA	pass
