No	Time	DC/AC	Value	Unit	AUTO
1	15:01:10	DC	-056,2	V	pass
2	15:01:11	DC	-056,2	V	pass
3	15:01:12	DC	-056,2	V	pass
4	15:01:12	DC	-056,1	V	pass
5	15:01:13	DC	-056,1	V	pass
6	15:01:13	DC	-056,1	V	pass
7	15:01:14	DC	-056,1	V	pass
8	15:01:14	DC	-056,2	V	pass
9	15:01:15	DC	-056,2	V	pass
10	15:01:16	DC	-056,2	V	pass
11	15:01:16	DC	-056,2	V	pass
12	15:01:17	DC	-056,1	V	pass
13	15:01:17	DC	-056,1	V	pass
14	15:01:18	DC	-056,1	V	pass
15	15:01:19	DC	-056,2	V	pass
16	15:01:19	DC	-056,1	V	pass
17	15:01:20	DC	-056,1	V	pass
18	15:01:20	DC	-056,1	V	pass
19	15:01:21	DC	-056,1	V	pass
20	15:01:22	DC	-056,1	V	pass
21	15:01:22	DC	-056,2	V	pass
22	15:01:23	DC	-056,1	V	pass
23	15:01:23	DC	-056,1	V	pass
24	15:01:24	DC	-056,1	V	pass
25	15:01:25	DC	-056,1	V	pass
26	15:01:25	DC	-056,0	V	pass
27	15:01:26	DC	-055,9	V	pass
28	15:01:26	DC	-055,9	V	pass
29	15:01:27	DC	-055,8	V	pass
30	15:01:28	DC	-055,8	V	pass
31	15:01:28	DC	-055,7	V	pass
32	15:01:29	DC	-055,7	V	pass
33	15:01:29	DC	-055,6	V	pass
34	15:01:30	DC	-055,6	V	pass
35	15:01:31	DC	-055,5	V	pass
36	15:01:31	DC	-055,5	V	pass
37	15:01:32	DC	-055,4	V	pass
38	15:01:32	DC	-055,3	V	pass
39	15:01:33	DC	-055,3	V	pass
40	15:01:33	DC	-055,2	V	pass
41	15:01:34	DC	-055,2	V	pass
42	15:01:35	DC	-055,1	V	pass
43	15:01:35	DC	-055,1	V	pass
44	15:01:36	DC	-055,0	V	pass
45	15:01:36	DC	-055,0	V	pass
46	15:01:37	DC	-054,9	V	pass
47	15:01:38	DC	-054,8	V	pass
48	15:01:38	DC	-054,8	V	pass
49	15:01:39	DC	-054,7	V	pass
50	15:01:39	DC	-054,7	V	pass
51	15:01:40	DC	-054,6	V	pass
52	15:01:40	DC	-054,6	V	pass
53	15:01:41	DC	-054,5	V	pass
54	15:01:42	DC	-054,5	V	pass
55	15:01:42	DC	-054,4	V	pass
56	15:01:43	DC	-054,4	V	pass
57	15:01:43	DC	-054,3	V	pass
58	15:01:44	DC	-054,3	V	pass
59	15:01:45	DC	-054,2	V	pass
60	15:01:45	DC	-054,2	V	pass
61	15:01:46	DC	-054,1	V	pass
62	15:01:47	DC	-054,0	V	pass
63	15:01:47	DC	-054,0	V	pass
64	15:01:48	DC	-053,9	V	pass
65	15:01:48	DC	-053,9	V	pass
66	15:01:49	DC	-053,8	V	pass
67	15:01:50	DC	-053,7	V	pass
68	15:01:50	DC	-053,7	V	pass
69	15:01:51	DC	-053,6	V	pass
70	15:01:51	DC	-053,6	V	pass
