# Version 1.00
#
freq[Hz] db:Trc1_S21 ang:Trc1_S21 
1.500000000000000E+009 -5.931290246570694E+001 4.656587744931549E+001 
1.500375000000000E+009 -5.943566077732901E+001 4.214413474588126E+001 
1.500750000000000E+009 -5.922261386779128E+001 4.377620060611069E+001 
1.501125000000000E+009 -5.913105102192836E+001 4.313881573892859E+001 
1.501500000000000E+009 -5.903274186194415E+001 4.473815148122471E+001 
1.501875000000000E+009 -5.900443711713333E+001 4.339018129802489E+001 
1.502250000000000E+009 -5.900385853125371E+001 4.360293836920639E+001 
1.502625000000000E+009 -5.892745332357676E+001 4.173866955167397E+001 
1.503000000000000E+009 -5.849597631559083E+001 4.052549742568495E+001 
1.503375000000000E+009 -5.880975926625236E+001 4.111409146860778E+001 
1.503750000000000E+009 -5.848623780311739E+001 4.032416333799465E+001 
1.504125000000000E+009 -5.863177519004789E+001 4.168084586945641E+001 
1.504500000000000E+009 -5.852409697928943E+001 4.203375996555878E+001 
1.504875000000000E+009 -5.836452084350766E+001 4.062476576173845E+001 
1.505250000000000E+009 -5.803551998789396E+001 4.191312898376372E+001 
1.505625000000000E+009 -5.839486121500953E+001 3.925234658246770E+001 
1.506000000000000E+009 -5.809726758613600E+001 3.965201246188903E+001 
1.506375000000000E+009 -5.823555719707274E+001 3.854815696511528E+001 
1.506750000000000E+009 -5.821783116708740E+001 3.967333490846549E+001 
1.507125000000000E+009 -5.785255581507484E+001 3.820582210313783E+001 
1.507500000000000E+009 -5.787529755075478E+001 3.820898147043192E+001 
1.507875000000000E+009 -5.808005221157317E+001 3.759132918166331E+001 
1.508250000000000E+009 -5.772547971632057E+001 3.718033102395830E+001 
1.508625000000000E+009 -5.779498793947381E+001 3.705093204828297E+001 
1.509000000000000E+009 -5.775109512568717E+001 3.571443324167480E+001 
1.509375000000000E+009 -5.761902437373693E+001 3.636374129931267E+001 
1.509750000000000E+009 -5.762249059814223E+001 3.573496261718083E+001 
1.510125000000000E+009 -5.749118082887843E+001 3.592046508388443E+001 
1.510500000000000E+009 -5.738546449808572E+001 3.646438649951008E+001 
1.510875000000000E+009 -5.728633093929267E+001 3.483273105060244E+001 
1.511250000000000E+009 -5.738618815632681E+001 3.275175877716684E+001 
1.511625000000000E+009 -5.718547960019956E+001 3.549061705743534E+001 
