data*.csv  I[mA]  notes
01         2
02         1
03         1
04         0
05         2
06         2
07         0
08         3
09         3
10         0
11         4
12         4
13         0
14         0.8    "zmena konfigurace (zasterchano zarivkou)"
15         0.6
16         0      "zmena konfigurace (zasterchano zarivkou)"
17         0.4
18         0.2
19         0
