# Version 1.00
#
freq[Hz] db:Trc1_S21 ang:Trc1_S21 
1.500000000000000E+009 -5.924271819756247E+001 4.420854860910367E+001 
1.500375000000000E+009 -5.908718034563506E+001 4.616994162904570E+001 
1.500750000000000E+009 -5.923237838706977E+001 4.302231892157860E+001 
1.501125000000000E+009 -5.913396056594941E+001 4.352863926665073E+001 
1.501500000000000E+009 -5.904279425346390E+001 4.227738685186485E+001 
1.501875000000000E+009 -5.881192454303266E+001 4.382705319760293E+001 
1.502250000000000E+009 -5.882426027368734E+001 4.215828127062255E+001 
1.502625000000000E+009 -5.902729389193540E+001 4.166731728438062E+001 
1.503000000000000E+009 -5.886472052846322E+001 4.215460114128325E+001 
1.503375000000000E+009 -5.878276059164053E+001 4.131681755837069E+001 
1.503750000000000E+009 -5.865977324786964E+001 4.218523106992899E+001 
1.504125000000000E+009 -5.851169906160847E+001 4.069682091793698E+001 
1.504500000000000E+009 -5.840578019613326E+001 4.127189868224227E+001 
1.504875000000000E+009 -5.846173055791032E+001 3.970292617258148E+001 
1.505250000000000E+009 -5.823797171879071E+001 4.012115538172544E+001 
1.505625000000000E+009 -5.841699495405470E+001 3.889988501996623E+001 
1.506000000000000E+009 -5.831813101956572E+001 3.990238648149362E+001 
1.506375000000000E+009 -5.823516653054002E+001 3.916450208185135E+001 
1.506750000000000E+009 -5.816409597574521E+001 3.750529455274058E+001 
1.507125000000000E+009 -5.793507297989677E+001 3.784417039574333E+001 
1.507500000000000E+009 -5.791634589907335E+001 3.954789225145036E+001 
1.507875000000000E+009 -5.794121883549859E+001 3.706457698297398E+001 
1.508250000000000E+009 -5.779762625475521E+001 3.723299641445979E+001 
1.508625000000000E+009 -5.780782185297673E+001 3.601900455854244E+001 
1.509000000000000E+009 -5.731122649048329E+001 3.656674748846707E+001 
1.509375000000000E+009 -5.758845444362058E+001 3.358910061541651E+001 
1.509750000000000E+009 -5.737736479139900E+001 3.699457242843218E+001 
1.510125000000000E+009 -5.772615172019094E+001 3.450469505026641E+001 
1.510500000000000E+009 -5.747505679241950E+001 3.412343842116746E+001 
1.510875000000000E+009 -5.750052383506282E+001 3.511470414618309E+001 
1.511250000000000E+009 -5.735254944840994E+001 3.453737888432529E+001 
1.511625000000000E+009 -5.738630792729433E+001 3.358874536736344E+001 
1.512000000000000E+009 -5.702037536777180E+001 3.232239225272732E+001 
1.512375000000000E+009 -5.712713780851085E+001 3.255227863212153E+001 
1.512750000000000E+009 -5.682682176817302E+001 3.257347402422407E+001 
1.513125000000000E+009 -5.686423413179268E+001 3.262980660836393E+001 
1.513500000000000E+009 -5.672397439069567E+001 3.238177250011139E+001 
1.513875000000000E+009 -5.686612073926803E+001 3.291643630384788E+001 
1.514250000000000E+009 -5.671521580122440E+001 3.213162398988521E+001 
1.514625000000000E+009 -5.670078068327654E+001 3.139749988839324E+001 
1.515000000000000E+009 -5.665749619825452E+001 3.027262221217261E+001 
1.515375000000000E+009 -5.638514571161600E+001 2.980985488328706E+001 
1.515750000000000E+009 -5.645237602874896E+001 3.049296547080281E+001 
1.516125000000000E+009 -5.635201952706580E+001 2.697067259941552E+001 
1.516500000000000E+009 -5.628970627060435E+001 2.879850197189198E+001 
1.516875000000000E+009 -5.637079180960938E+001 3.005111056027710E+001 
1.517250000000000E+009 -5.644037765842268E+001 2.832279917839277E+001 
1.517625000000000E+009 -5.620412682853977E+001 2.770382409320625E+001 
1.518000000000000E+009 -5.624003517780731E+001 2.809782899832602E+001 
1.518375000000000E+009 -5.637031456231494E+001 2.614162996087867E+001 
1.518750000000000E+009 -5.584779609058479E+001 2.729984105427164E+001 
1.519125000000000E+009 -5.596146894330707E+001 2.604156743489759E+001 
1.519500000000000E+009 -5.627977546543096E+001 2.557647426085944E+001 
1.519875000000000E+009 -5.576613337100781E+001 2.507552072146319E+001 
1.520250000000000E+009 -5.569633378866754E+001 2.515160680685163E+001 
1.520625000000000E+009 -5.543243919658258E+001 2.467402895850328E+001 
1.521000000000000E+009 -5.580408791349327E+001 2.334010829044996E+001 
1.521375000000000E+009 -5.563513657323625E+001 2.465933720961357E+001 
1.521750000000000E+009 -5.549586899895490E+001 2.289728676290151E+001 
1.522125000000000E+009 -5.554841088971692E+001 2.265899138482930E+001 
1.522500000000000E+009 -5.552328532290903E+001 2.339381604404618E+001 
1.522875000000000E+009 -5.524136613677398E+001 2.264153546082059E+001 
1.523250000000000E+009 -5.562312694734968E+001 2.337199140625821E+001 
1.523625000000000E+009 -5.539402504622903E+001 2.272879247966690E+001 
1.524000000000000E+009 -5.507592488554406E+001 1.964270671528328E+001 
1.524375000000000E+009 -5.517954175486141E+001 2.231376386830848E+001 
1.524750000000000E+009 -5.497278311659071E+001 1.960773383219559E+001 
1.525125000000000E+009 -5.498030075895485E+001 2.084228914308331E+001 
1.525500000000000E+009 -5.508035092103527E+001 2.161086013321890E+001 
1.525875000000000E+009 -5.483583412602272E+001 1.959261499949632E+001 
1.526250000000000E+009 -5.475722519467040E+001 1.881742765391850E+001 
1.526625000000000E+009 -5.494372186599289E+001 1.946765953411962E+001 
1.527000000000000E+009 -5.507593223816971E+001 1.906578811819226E+001 
1.527375000000000E+009 -5.493849290151884E+001 1.865298795041303E+001 
1.527750000000000E+009 -5.454941253502676E+001 1.908225587287073E+001 
1.528125000000000E+009 -5.449350644288749E+001 1.871911508751366E+001 
1.528500000000000E+009 -5.442490102862966E+001 1.713329718772082E+001 
1.528875000000000E+009 -5.462247200559727E+001 1.733608066129263E+001 
1.529250000000000E+009 -5.456515351972821E+001 1.608919931295561E+001 
1.529625000000000E+009 -5.418676396481981E+001 1.452759927761364E+001 
1.530000000000000E+009 -5.434180403298917E+001 1.410278919737582E+001 
1.530375000000000E+009 -5.456862711659686E+001 1.787738135005239E+001 
1.530750000000000E+009 -5.416488449525464E+001 1.413038379068709E+001 
1.531125000000000E+009 -5.409899247045619E+001 1.590338617970561E+001 
1.531500000000000E+009 -5.378186798184689E+001 1.425412639758130E+001 
1.531875000000000E+009 -5.418835598357749E+001 1.497513842998178E+001 
1.532250000000000E+009 -5.376701208784856E+001 1.421133257950602E+001 
1.532625000000000E+009 -5.390975281746489E+001 1.178177854989194E+001 
1.533000000000000E+009 -5.367737143411676E+001 1.335103440019038E+001 
1.533375000000000E+009 -5.356396786233300E+001 1.297289288190939E+001 
1.533750000000000E+009 -5.369249893960376E+001 1.313263010737137E+001 
1.534125000000000E+009 -5.363350670114535E+001 1.095386256989657E+001 
1.534500000000000E+009 -5.370736898415609E+001 1.240354618193890E+001 
1.534875000000000E+009 -5.350960524654364E+001 1.369559256098461E+001 
1.535250000000000E+009 -5.353500850673991E+001 1.175983020297954E+001 
1.535625000000000E+009 -5.318432499867145E+001 1.145143341845531E+001 
1.536000000000000E+009 -5.304386267053181E+001 1.120416810126190E+001 
1.536375000000000E+009 -5.331046453545808E+001 9.810534541504456E+000 
1.536750000000000E+009 -5.351151262350167E+001 1.142426120465666E+001 
1.537125000000000E+009 -5.310665156734819E+001 7.652230200672557E+000 
1.537500000000000E+009 -5.313370451845906E+001 9.227364251184440E+000 
1.537875000000000E+009 -5.302131976258338E+001 8.801401998138108E+000 
1.538250000000000E+009 -5.312220501834150E+001 7.767636484938935E+000 
1.538625000000000E+009 -5.282832175149039E+001 7.011553859852392E+000 
1.539000000000000E+009 -5.278084310477237E+001 7.460975991217785E+000 
1.539375000000000E+009 -5.283394848002495E+001 8.454588200297458E+000 
1.539750000000000E+009 -5.259971371826478E+001 6.829317030854673E+000 
1.540125000000000E+009 -5.265121511019368E+001 6.720249623551001E+000 
1.540500000000000E+009 -5.274214614680189E+001 6.019239503379824E+000 
1.540875000000000E+009 -5.255619104089960E+001 7.521973678001034E+000 
1.541250000000000E+009 -5.238620893997162E+001 5.497173710624460E+000 
1.541625000000000E+009 -5.227045526379948E+001 3.530008851198710E+000 
1.542000000000000E+009 -5.241788755404970E+001 5.310960596625197E+000 
1.542375000000000E+009 -5.209291072388731E+001 5.428128148604023E+000 
1.542750000000000E+009 -5.222461235121242E+001 5.930935666471603E+000 
1.543125000000000E+009 -5.214619384933637E+001 3.842304704033361E+000 
1.543500000000000E+009 -5.206911867016028E+001 2.948453456423394E+000 
1.543875000000000E+009 -5.210335334467657E+001 2.008018889063053E+000 
1.544250000000000E+009 -5.207868447374244E+001 3.059426881412770E+000 
1.544625000000000E+009 -5.202320945329017E+001 2.876290501406974E+000 
1.545000000000000E+009 -5.183583667941766E+001 2.411528953895290E+000 
1.545375000000000E+009 -5.189357309926650E+001 1.212447207115494E+000 
1.545750000000000E+009 -5.191425723557656E+001 2.708960840806507E+000 
1.546125000000000E+009 -5.184171148629657E+001 1.079664336922625E+000 
1.546500000000000E+009 -5.156486394060951E+001 1.662247733405492E+000 
